Trigger level set at [mV], -0.030
C1_t[ns],C1_V[mV],C2_t[ns],C2_V[mV],C3_t[ns],C3_V[mV],C4_t[ns],C4_V[mV]
163.867,   -7.7,163.867,   -7.5,163.867,   65.7,163.867,   65.9
164.062,   -5.4,164.062,   -6.6,164.062,   63.3,164.062,   62.2
164.258,   -6.0,164.258,   -4.7,164.258,   64.1,164.258,   63.8
164.453,   -4.4,164.453,   -5.2,164.453,   63.1,164.453,   62.3
164.648,   -4.8,164.648,   -5.7,164.648,   64.4,164.648,   63.2
164.844,   -3.3,164.844,   -7.4,164.844,   64.3,164.844,   64.1
165.039,   -4.1,165.039,   -6.5,165.039,   65.4,165.039,   66.5
165.234,   -5.1,165.234,   -8.5,165.234,   61.8,165.234,   62.6
165.430,   -6.3,165.430,   -6.5,165.430,   62.7,165.430,   62.8
165.625,   -4.1,165.625,   -5.0,165.625,   61.2,165.625,   60.8
165.820,   -5.0,165.820,   -4.4,165.820,   61.9,165.820,   62.1
166.016,   -3.1,166.016,   -5.4,166.016,   60.7,166.016,   60.1
166.211,   -5.4,166.211,   -4.5,166.211,   62.5,166.211,   61.1
166.406,   -3.7,166.406,   -4.7,166.406,   59.0,166.406,   59.0
166.602,   -5.6,166.602,   -5.6,166.602,   57.6,166.602,   57.9
166.797,   -4.7,166.797,   -6.6,166.797,   51.9,166.797,   53.2
166.992,   -5.9,166.992,   -6.7,166.992,   52.6,166.992,   52.9
167.188,   -5.4,167.188,   -7.6,167.188,   48.3,167.188,   47.2
167.383,   -5.7,167.383,   -6.6,167.383,   49.5,167.383,   48.1
167.578,   -3.9,167.578,   -5.8,167.578,   48.6,167.578,   48.0
167.773,   -4.6,167.773,   -6.1,167.773,   51.2,167.773,   48.6
167.969,   -3.5,167.969,   -6.5,167.969,   50.8,167.969,   51.0
168.164,   -4.8,168.164,   -6.6,168.164,   53.1,168.164,   53.5
168.359,   -3.1,168.359,   -6.9,168.359,   52.5,168.359,   53.3
168.555,   -4.6,168.555,   -6.0,168.555,   55.1,168.555,   54.9
168.750,   -1.8,168.750,   -3.7,168.750,   54.7,168.750,   54.5
168.945,   -3.0,168.945,   -2.0,168.945,   56.8,168.945,   55.9
169.141,   -0.5,169.141,   -1.1,169.141,   57.1,169.141,   56.3
169.336,   -1.5,169.336,   -0.3,169.336,   57.6,169.336,   57.6
169.531,   -0.9,169.531,   -3.1,169.531,   55.4,169.531,   55.1
169.727,   -0.6,169.727,   -1.7,169.727,   56.7,169.727,   56.7
169.922,   -0.2,169.922,   -1.7,169.922,   55.7,169.922,   54.5
170.117,   -2.3,170.117,   -2.3,170.117,   57.3,170.117,   57.2
170.312,   -0.2,170.312,   -3.1,170.312,   57.9,170.312,   58.4
170.508,   -2.7,170.508,   -2.4,170.508,   61.7,170.508,   62.4
170.703,   -0.9,170.703,   -3.6,170.703,   63.5,170.703,   61.6
170.898,   -2.1,170.898,   -3.7,170.898,   64.2,170.898,   64.8
171.094,   -0.8,171.094,   -5.5,171.094,   64.3,171.094,   63.5
171.289,   -4.2,171.289,   -5.3,171.289,   64.7,171.289,   65.0
171.484,   -2.8,171.484,   -6.1,171.484,   63.2,171.484,   63.5
171.680,   -3.5,171.680,   -5.1,171.680,   65.6,171.680,   66.0
171.875,   -2.2,171.875,   -5.4,171.875,   67.0,171.875,   64.2
172.070,   -3.7,172.070,   -3.7,172.070,   70.0,172.070,   68.4
172.266,   -2.9,172.266,   -3.3,172.266,   68.2,172.266,   66.3
172.461,   -4.4,172.461,   -4.3,172.461,   69.6,172.461,   68.0
172.656,   -2.6,172.656,   -4.0,172.656,   66.0,172.656,   66.5
172.852,   -3.3,172.852,   -3.8,172.852,   66.0,172.852,   66.9
173.047,   -1.8,173.047,   -4.9,173.047,   62.3,173.047,   63.0
173.242,   -3.8,173.242,   -5.6,173.242,   61.6,173.242,   61.3
173.438,   -3.9,173.438,   -7.2,173.438,   58.5,173.438,   58.4
173.633,   -5.3,173.633,   -6.1,173.633,   60.9,173.633,   60.5
173.828,   -5.2,173.828,   -7.8,173.828,   59.2,173.828,   57.7
174.023,   -6.9,174.023,   -8.5,174.023,   60.5,174.023,   61.0
174.219,   -5.6,174.219,   -8.2,174.219,   60.7,174.219,   60.0
174.414,   -8.0,174.414,   -6.8,174.414,   62.1,174.414,   61.3
174.609,   -5.0,174.609,   -5.8,174.609,   61.7,174.609,   62.1
174.805,   -5.0,174.805,   -4.6,174.805,   64.0,174.805,   64.1
175.000,   -1.2,175.000,   -3.8,175.000,   63.2,175.000,   63.0
175.195,   -2.2,175.195,   -3.4,175.195,   65.2,175.195,   64.6
175.391,   -0.6,175.391,   -5.1,175.391,   61.0,175.391,   60.8
175.586,   -3.7,175.586,   -5.8,175.586,   61.1,175.586,   59.8
175.781,   -4.2,175.781,   -7.4,175.781,   56.9,175.781,   55.3
175.977,   -7.0,175.977,   -6.4,175.977,   58.4,175.977,   55.6
176.172,   -6.3,176.172,   -6.5,176.172,   53.7,176.172,   54.4
176.367,   -7.5,176.367,   -6.0,176.367,   53.6,176.367,   54.8
176.562,   -6.5,176.562,   -7.9,176.562,   50.1,176.562,   50.1
176.758,   -5.9,176.758,   -6.0,176.758,   51.9,176.758,   51.9
176.953,   -6.5,176.953,   -8.9,176.953,   51.6,176.953,   51.4
177.148,   -8.7,177.148,   -8.9,177.148,   54.3,177.148,   53.6
177.344,   -6.4,177.344,   -9.1,177.344,   55.8,177.344,   55.1
177.539,   -6.8,177.539,   -7.5,177.539,   57.1,177.539,   57.1
177.734,   -5.2,177.734,   -7.8,177.734,   56.9,177.734,   56.0
177.930,   -6.6,177.930,   -7.2,177.930,   58.8,177.930,   58.8
178.125,   -3.5,178.125,   -5.9,178.125,   55.4,178.125,   54.0
178.320,   -5.0,178.320,   -4.6,178.320,   55.7,178.320,   53.3
178.516,   -2.2,178.516,   -5.6,178.516,   53.8,178.516,   53.4
178.711,   -4.3,178.711,   -6.3,178.711,   54.7,178.711,   54.3
178.906,   -2.9,178.906,   -7.5,178.906,   54.1,178.906,   53.5
179.102,   -6.3,179.102,   -7.2,179.102,   56.0,179.102,   54.7
179.297,   -4.8,179.297,   -6.8,179.297,   56.7,179.297,   56.5
179.492,   -6.2,179.492,   -6.4,179.492,   58.3,179.492,   58.5
179.688,   -5.1,179.688,   -6.6,179.688,   56.3,179.688,   57.2
179.883,   -7.0,179.883,   -6.4,179.883,   58.4,179.883,   58.3
180.078,   -5.1,180.078,   -6.5,180.078,   55.6,180.078,   57.1
180.273,   -6.2,180.273,   -6.1,180.273,   58.2,180.273,   57.3
180.469,   -4.5,180.469,   -7.3,180.469,   56.3,180.469,   56.1
180.664,   -3.9,180.664,   -5.9,180.664,   58.0,180.664,   56.7
180.859,   -3.2,180.859,   -6.4,180.859,   56.5,180.859,   56.7
181.055,   -4.5,181.055,   -5.8,181.055,   57.8,181.055,   58.2
181.250,   -2.4,181.250,   -5.2,181.250,   57.3,181.250,   57.5
181.445,   -3.5,181.445,   -3.7,181.445,   60.0,181.445,   60.5
181.641,   -1.9,181.641,   -4.6,181.641,   56.8,181.641,   56.1
181.836,   -2.5,181.836,   -3.6,181.836,   57.0,181.836,   58.3
182.031,   -2.8,182.031,   -6.4,182.031,   56.3,182.031,   55.1
182.227,   -5.2,182.227,   -6.1,182.227,   59.1,182.227,   57.9
182.422,   -4.6,182.422,   -7.8,182.422,   58.3,182.422,   57.3
182.617,   -7.3,182.617,   -6.6,182.617,   60.5,182.617,   59.4
182.812,   -4.9,182.812,   -5.8,182.812,   61.1,182.812,   60.2
183.008,   -6.4,183.008,   -5.8,183.008,   62.5,183.008,   62.1
183.203,   -2.9,183.203,   -4.2,183.203,   60.7,183.203,   59.8
183.398,   -4.3,183.398,   -5.1,183.398,   60.6,183.398,   61.5
183.594,   -2.5,183.594,   -4.1,183.594,   58.4,183.594,   57.3
183.789,   -5.2,183.789,   -4.6,183.789,   58.5,183.789,   59.8
183.984,   -2.5,183.984,   -4.5,183.984,   57.9,183.984,   57.7
184.180,   -4.9,184.180,   -4.5,184.180,   59.6,184.180,   57.7
184.375,   -2.8,184.375,   -4.8,184.375,   57.6,184.375,   55.5
184.570,   -5.2,184.570,   -5.2,184.570,   57.5,184.570,   57.8
184.766,   -4.8,184.766,   -5.7,184.766,   57.0,184.766,   56.5
184.961,   -6.0,184.961,   -5.4,184.961,   58.4,184.961,   58.1
185.156,   -5.0,185.156,   -6.4,185.156,   57.3,185.156,   56.1
185.352,   -6.0,185.352,   -5.8,185.352,   60.4,185.352,   59.1
185.547,   -5.1,185.547,   -7.1,185.547,   57.8,185.547,   57.1
185.742,   -6.5,185.742,   -5.8,185.742,   59.3,185.742,   59.7
185.938,   -5.0,185.938,   -5.9,185.938,   57.1,185.938,   57.4
186.133,   -5.1,186.133,   -5.6,186.133,   58.6,186.133,   58.5
186.328,   -4.8,186.328,   -8.4,186.328,   56.8,186.328,   56.2
186.523,   -6.9,186.523,   -7.6,186.523,   57.9,186.523,   58.9
186.719,   -5.1,186.719,   -7.3,186.719,   58.7,186.719,   58.1
186.914,   -6.2,186.914,   -5.8,186.914,   61.4,186.914,   61.3
187.109,   -5.1,187.109,   -6.6,187.109,   61.0,187.109,   60.6
187.305,   -5.3,187.305,   -6.4,187.305,   62.3,187.305,   61.5
187.500,   -3.9,187.500,   -7.1,187.500,   60.5,187.500,   59.6
187.695,   -5.6,187.695,   -5.1,187.695,   62.3,187.695,   61.9
187.891,   -4.1,187.891,   -6.1,187.891,   61.6,187.891,   61.3
188.086,   -5.8,188.086,   -7.1,188.086,   62.7,188.086,   64.1
188.281,   -5.7,188.281,   -8.8,188.281,   62.1,188.281,   61.4
188.477,   -7.7,188.477,   -9.4,188.477,   62.2,188.477,   63.2
188.672,   -6.4,188.672,   -7.6,188.672,   61.0,188.672,   60.4
188.867,  -10.7,188.867,   -8.2,188.867,   61.7,188.867,   62.2
189.062,   -6.6,189.062,   -8.4,189.062,   61.4,189.062,   61.0
189.258,   -7.6,189.258,   -7.0,189.258,   62.6,189.258,   63.0
189.453,   -5.5,189.453,   -7.6,189.453,   61.6,189.453,   61.6
189.648,   -6.4,189.648,   -8.7,189.648,   63.4,189.648,   62.6
189.844,   -5.6,189.844,   -8.7,189.844,   60.9,189.844,   61.2
190.039,   -8.1,190.039,   -7.9,190.039,   62.8,190.039,   62.5
190.234,   -5.8,190.234,   -7.2,190.234,   62.6,190.234,   61.7
190.430,   -8.2,190.430,   -8.1,190.430,   63.6,190.430,   64.4
190.625,   -5.3,190.625,   -8.2,190.625,   61.2,190.625,   63.4
190.820,   -6.4,190.820,   -7.6,190.820,   64.3,190.820,   64.2
191.016,   -4.5,191.016,   -7.4,191.016,   65.6,191.016,   64.1
191.211,   -5.6,191.211,   -6.3,191.211,   68.5,191.211,   67.2
191.406,   -5.3,191.406,   -7.2,191.406,   67.2,191.406,   65.9
191.602,   -7.6,191.602,   -8.2,191.602,   69.0,191.602,   68.0
191.797,   -8.9,191.797,  -11.3,191.797,   66.5,191.797,   66.2
191.992,  -11.1,191.992,  -12.6,191.992,   65.6,191.992,   66.1
192.188,   -9.8,192.188,  -12.4,192.188,   62.2,192.188,   63.5
192.383,  -11.8,192.383,  -11.9,192.383,   62.7,192.383,   62.8
192.578,   -8.2,192.578,  -11.3,192.578,   58.8,192.578,   59.3
192.773,   -9.0,192.773,  -10.1,192.773,   57.4,192.773,   59.4
192.969,   -8.1,192.969,   -9.9,192.969,   54.9,192.969,   53.8
193.164,   -8.7,193.164,   -7.9,193.164,   55.7,193.164,   57.2
193.359,   -8.2,193.359,   -8.6,193.359,   53.4,193.359,   53.7
193.555,   -8.4,193.555,   -7.7,193.555,   55.2,193.555,   56.2
193.750,   -6.5,193.750,   -8.3,193.750,   53.6,193.750,   51.8
193.945,   -7.0,193.945,   -5.3,193.945,   53.9,193.945,   54.0
194.141,   -4.6,194.141,   -5.3,194.141,   51.0,194.141,   50.9
194.336,   -3.9,194.336,   -4.8,194.336,   52.9,194.336,   51.8
194.531,   -1.1,194.531,   -4.8,194.531,   48.9,194.531,   48.8
194.727,   -5.7,194.727,   -6.6,194.727,   48.7,194.727,   48.9
194.922,   -4.6,194.922,   -7.4,194.922,   46.4,194.922,   47.2
195.117,   -4.8,195.117,   -7.2,195.117,   48.2,195.117,   47.9
195.312,   -5.0,195.312,   -6.1,195.312,   46.2,195.312,   44.8
195.508,   -5.1,195.508,   -5.7,195.508,   47.6,195.508,   46.2
195.703,   -3.7,195.703,   -6.7,195.703,   43.3,195.703,   43.3
195.898,   -5.6,195.898,   -6.5,195.898,   43.0,195.898,   43.3
196.094,   -4.0,196.094,   -6.6,196.094,   42.2,196.094,   42.1
196.289,   -7.0,196.289,   -6.7,196.289,   44.0,196.289,   44.3
196.484,   -4.4,196.484,   -6.0,196.484,   44.6,196.484,   43.8
196.680,   -6.2,196.680,   -7.4,196.680,   47.0,196.680,   46.7
196.875,   -6.0,196.875,   -9.0,196.875,   45.5,196.875,   44.6
197.070,   -7.4,197.070,   -9.6,197.070,   47.3,197.070,   46.4
197.266,   -5.6,197.266,  -10.0,197.266,   46.9,197.266,   46.6
197.461,   -8.1,197.461,   -8.7,197.461,   46.8,197.461,   47.3
197.656,   -6.0,197.656,   -7.0,197.656,   43.9,197.656,   43.3
197.852,   -8.1,197.852,   -6.8,197.852,   43.0,197.852,   43.4
198.047,   -5.1,198.047,   -7.8,198.047,   40.7,198.047,   40.9
198.242,   -6.9,198.242,   -7.1,198.242,   44.0,198.242,   43.1
198.438,   -6.8,198.438,   -9.6,198.438,   45.7,198.438,   44.6
198.633,   -7.9,198.633,   -8.8,198.633,   50.4,198.633,   49.6
198.828,   -7.5,198.828,   -9.2,198.828,   51.2,198.828,   50.7
199.023,   -9.6,199.023,   -8.8,199.023,   54.2,199.023,   52.5
199.219,   -7.5,199.219,   -9.1,199.219,   53.0,199.219,   51.6
199.414,   -8.9,199.414,   -8.5,199.414,   55.1,199.414,   54.6
199.609,   -7.2,199.609,   -9.8,199.609,   54.2,199.609,   53.5
199.805,   -8.6,199.805,  -11.0,199.805,   55.7,199.805,   55.6
  0.000,   -2.5,  0.000,   -3.6,  0.000,    9.8,  0.000,    9.7
  0.195,   -0.4,  0.195,   -3.6,  0.195,   -4.9,  0.195,   -4.7
  0.391,   -2.1,  0.391,   -3.3,  0.391,   -3.7,  0.391,   -4.2
  0.586,   -2.7,  0.586,   -5.9,  0.586,   -7.2,  0.586,   -8.3
  0.781,   -2.4,  0.781,   -3.5,  0.781,   -5.1,  0.781,   -5.3
  0.977,   -2.2,  0.977,   -5.3,  0.977,   -8.3,  0.977,   -9.2
  1.172,   -2.7,  1.172,   -4.2,  1.172,   -6.6,  1.172,   -6.5
  1.367,   -3.0,  1.367,   -6.6,  1.367,   -8.6,  1.367,   -8.8
  1.562,   -3.7,  1.562,   -5.1,  1.562,   -6.1,  1.562,   -6.9
  1.758,   -4.9,  1.758,   -7.4,  1.758,   -8.1,  1.758,   -7.9
  1.953,   -4.4,  1.953,   -5.1,  1.953,   -5.0,  1.953,   -5.0
  2.148,   -5.0,  2.148,   -7.0,  2.148,   -6.2,  2.148,   -7.3
  2.344,   -5.5,  2.344,   -5.4,  2.344,   -4.9,  2.344,   -4.4
  2.539,   -4.5,  2.539,   -5.8,  2.539,   -6.1,  2.539,   -5.6
  2.734,   -4.2,  2.734,   -4.5,  2.734,   -4.4,  2.734,   -3.3
  2.930,   -2.9,  2.930,   -4.6,  2.930,   -5.6,  2.930,   -6.1
  3.125,   -1.5,  3.125,   -3.2,  3.125,   -2.8,  3.125,   -3.6
  3.320,   -1.8,  3.320,   -4.8,  3.320,   -6.4,  3.320,   -7.3
  3.516,   -1.0,  3.516,   -3.3,  3.516,   -4.2,  3.516,   -5.5
  3.711,   -1.6,  3.711,   -4.4,  3.711,   -7.9,  3.711,   -9.0
  3.906,   -3.2,  3.906,   -3.7,  3.906,   -7.5,  3.906,   -8.2
  4.102,   -3.7,  4.102,   -5.9,  4.102,   -8.7,  4.102,  -10.2
  4.297,   -4.0,  4.297,   -4.7,  4.297,   -6.9,  4.297,   -7.8
  4.492,   -4.8,  4.492,   -6.8,  4.492,   -9.5,  4.492,  -10.7
  4.688,   -3.8,  4.688,   -5.1,  4.688,   -7.4,  4.688,   -7.6
  4.883,   -5.6,  4.883,   -7.8,  4.883,   -8.3,  4.883,   -8.1
  5.078,   -4.4,  5.078,   -4.4,  5.078,   -4.7,  5.078,   -5.1
  5.273,   -4.5,  5.273,   -4.7,  5.273,   -4.3,  5.273,   -5.2
  5.469,   -3.7,  5.469,   -3.3,  5.469,   -1.0,  5.469,   -1.3
  5.664,   -4.3,  5.664,   -5.0,  5.664,   -3.9,  5.664,   -4.7
  5.859,   -2.1,  5.859,   -3.1,  5.859,   -2.3,  5.859,   -2.0
  6.055,   -1.7,  6.055,   -3.5,  6.055,   -7.4,  6.055,   -7.4
  6.250,   -1.2,  6.250,   -2.1,  6.250,   -6.2,  6.250,   -6.2
  6.445,   -1.6,  6.445,   -4.6,  6.445,   -9.0,  6.445,   -9.2
  6.641,   -0.2,  6.641,   -2.4,  6.641,   -6.5,  6.641,   -6.9
  6.836,   -2.0,  6.836,   -5.6,  6.836,   -7.4,  6.836,   -8.4
  7.031,   -2.7,  7.031,   -4.3,  7.031,   -5.1,  7.031,   -6.1
  7.227,   -4.0,  7.227,   -6.1,  7.227,   -6.4,  7.227,   -7.9
  7.422,   -3.5,  7.422,   -4.8,  7.422,   -3.4,  7.422,   -4.4
  7.617,   -5.2,  7.617,   -6.5,  7.617,   -6.7,  7.617,   -6.8
  7.812,   -4.9,  7.812,   -6.2,  7.812,   -4.8,  7.812,   -5.6
  8.008,   -5.8,  8.008,   -7.3,  8.008,   -8.3,  8.008,   -9.7
  8.203,   -4.7,  8.203,   -4.7,  8.203,   -5.5,  8.203,   -5.0
  8.398,   -2.9,  8.398,   -4.7,  8.398,   -7.7,  8.398,   -9.0
  8.594,   -1.5,  8.594,   -3.0,  8.594,   -3.6,  8.594,   -5.5
  8.789,   -1.8,  8.789,   -3.7,  8.789,   -4.0,  8.789,   -4.5
  8.984,   -1.1,  8.984,   -2.6,  8.984,   -1.2,  8.984,   -2.9
  9.180,   -3.0,  9.180,   -5.5,  9.180,   -5.8,  9.180,   -6.0
  9.375,   -2.2,  9.375,   -3.1,  9.375,   -4.4,  9.375,   -4.0
  9.570,   -2.8,  9.570,   -4.7,  9.570,   -7.7,  9.570,   -9.0
  9.766,   -1.9,  9.766,   -2.6,  9.766,   -5.4,  9.766,   -5.9
  9.961,   -1.8,  9.961,   -3.3,  9.961,   -6.7,  9.961,   -7.4
 10.156,   -1.7, 10.156,   -2.3, 10.156,   -3.9, 10.156,   -4.3
 10.352,   -3.2, 10.352,   -6.5, 10.352,   -7.3, 10.352,   -8.8
 10.547,   -2.8, 10.547,   -4.9, 10.547,   -5.0, 10.547,   -6.8
 10.742,   -5.1, 10.742,   -7.9, 10.742,   -9.2, 10.742,   -8.5
 10.938,   -4.6, 10.938,   -6.5, 10.938,   -6.5, 10.938,   -7.2
 11.133,   -6.2, 11.133,   -7.7, 11.133,   -7.8, 11.133,   -7.5
 11.328,   -3.8, 11.328,   -4.8, 11.328,   -5.2, 11.328,   -4.7
 11.523,   -2.8, 11.523,   -5.4, 11.523,   -4.8, 11.523,   -5.1
 11.719,   -3.3, 11.719,   -4.2, 11.719,   -2.7, 11.719,   -2.4
 11.914,   -3.6, 11.914,   -5.4, 11.914,   -5.3, 11.914,   -4.8
 12.109,   -2.4, 12.109,   -2.8, 12.109,   -3.2, 12.109,   -3.5
 12.305,   -1.8, 12.305,   -3.5, 12.305,   -6.2, 12.305,   -6.0
 12.500,   -2.2, 12.500,   -2.9, 12.500,   -4.6, 12.500,   -5.0
 12.695,   -2.2, 12.695,   -4.0, 12.695,   -5.5, 12.695,   -6.7
 12.891,   -2.1, 12.891,   -2.2, 12.891,   -4.0, 12.891,   -5.5
 13.086,   -1.2, 13.086,   -4.2, 13.086,   -6.7, 13.086,   -7.3
 13.281,   -1.6, 13.281,   -3.0, 13.281,   -5.0, 13.281,   -5.1
 13.477,   -2.5, 13.477,   -5.4, 13.477,   -8.8, 13.477,   -9.2
 13.672,   -3.3, 13.672,   -3.5, 13.672,   -7.1, 13.672,   -6.4
 13.867,   -3.8, 13.867,   -6.0, 13.867,   -9.7, 13.867,   -9.0
 14.062,   -2.3, 14.062,   -4.3, 14.062,   -6.6, 14.062,   -7.1
 14.258,   -4.0, 14.258,   -6.1, 14.258,   -6.7, 14.258,   -7.0
 14.453,   -2.4, 14.453,   -3.8, 14.453,   -3.6, 14.453,   -4.0
 14.648,   -1.7, 14.648,   -4.2, 14.648,   -5.1, 14.648,   -5.8
 14.844,   -2.2, 14.844,   -2.7, 14.844,   -2.4, 14.844,   -4.0
 15.039,   -2.0, 15.039,   -5.1, 15.039,   -5.9, 15.039,   -5.9
 15.234,   -1.2, 15.234,   -3.0, 15.234,   -3.3, 15.234,   -3.3
 15.430,   -3.2, 15.430,   -5.4, 15.430,   -6.3, 15.430,   -7.2
 15.625,   -2.4, 15.625,   -3.5, 15.625,   -3.8, 15.625,   -3.9
 15.820,   -2.8, 15.820,   -5.3, 15.820,   -6.0, 15.820,   -7.0
 16.016,   -3.2, 16.016,   -3.0, 16.016,   -4.5, 16.016,   -4.9
 16.211,   -3.0, 16.211,   -3.6, 16.211,   -5.3, 16.211,   -6.2
 16.406,   -2.6, 16.406,   -2.8, 16.406,   -3.0, 16.406,   -3.4
 16.602,   -3.2, 16.602,   -7.0, 16.602,   -4.5, 16.602,   -3.6
 16.797,   -2.8, 16.797,   -4.7, 16.797,   -3.0, 16.797,   -1.8
 16.992,   -3.4, 16.992,   -6.9, 16.992,   -6.9, 16.992,   -6.9
 17.188,   -2.5, 17.188,   -4.2, 17.188,   -5.2, 17.188,   -4.2
 17.383,   -3.0, 17.383,   -5.2, 17.383,   -9.0, 17.383,   -9.0
 17.578,   -2.2, 17.578,   -3.5, 17.578,   -5.8, 17.578,   -7.2
 17.773,   -3.1, 17.773,   -5.1, 17.773,   -7.2, 17.773,   -7.7
 17.969,   -1.7, 17.969,   -3.2, 17.969,   -3.1, 17.969,   -3.6
 18.164,   -2.6, 18.164,   -5.3, 18.164,   -3.9, 18.164,   -5.4
 18.359,   -1.9, 18.359,   -3.4, 18.359,   -1.8, 18.359,   -2.5
 18.555,   -2.4, 18.555,   -4.9, 18.555,   -5.2, 18.555,   -5.4
 18.750,   -2.7, 18.750,   -3.3, 18.750,   -4.3, 18.750,   -4.4
 18.945,   -3.0, 18.945,   -4.6, 18.945,   -8.5, 18.945,   -7.7
 19.141,   -3.1, 19.141,   -3.1, 19.141,   -5.9, 19.141,   -6.4
 19.336,   -3.1, 19.336,   -4.1, 19.336,   -6.9, 19.336,   -8.2
 19.531,   -3.2, 19.531,   -3.6, 19.531,   -5.0, 19.531,   -5.6
 19.727,   -2.6, 19.727,   -5.0, 19.727,   -8.1, 19.727,   -8.3
 19.922,   -2.4, 19.922,   -4.1, 19.922,   -6.0, 19.922,   -7.5
 20.117,   -2.0, 20.117,   -5.2, 20.117,   -8.3, 20.117,   -8.5
 20.312,   -2.4, 20.312,   -4.5, 20.312,   -6.0, 20.312,   -7.5
 20.508,   -4.0, 20.508,   -7.0, 20.508,   -7.6, 20.508,   -9.6
 20.703,   -3.0, 20.703,   -4.7, 20.703,   -5.6, 20.703,   -6.0
 20.898,   -3.1, 20.898,   -5.9, 20.898,   -7.6, 20.898,   -7.0
 21.094,   -4.3, 21.094,   -5.1, 21.094,   -4.5, 21.094,   -4.4
 21.289,   -5.1, 21.289,   -7.1, 21.289,   -5.5, 21.289,   -6.4
 21.484,   -4.1, 21.484,   -4.3, 21.484,   -3.3, 21.484,   -3.8
 21.680,   -3.9, 21.680,   -5.9, 21.680,   -7.1, 21.680,   -8.6
 21.875,   -3.2, 21.875,   -3.7, 21.875,   -5.7, 21.875,   -6.4
 22.070,   -2.8, 22.070,   -3.9, 22.070,   -8.6, 22.070,  -10.2
 22.266,   -2.0, 22.266,   -2.8, 22.266,   -6.1, 22.266,   -6.7
 22.461,   -2.7, 22.461,   -5.6, 22.461,   -8.0, 22.461,   -8.8
 22.656,   -2.4, 22.656,   -3.8, 22.656,   -5.8, 22.656,   -6.2
 22.852,   -4.6, 22.852,   -7.5, 22.852,   -8.1, 22.852,   -8.6
 23.047,   -4.8, 23.047,   -5.7, 23.047,   -6.0, 23.047,   -6.2
 23.242,   -5.7, 23.242,   -8.6, 23.242,   -7.9, 23.242,   -8.5
 23.438,   -5.6, 23.438,   -6.6, 23.438,   -5.8, 23.438,   -5.3
 23.633,   -6.3, 23.633,   -7.9, 23.633,   -6.9, 23.633,   -7.7
 23.828,   -4.6, 23.828,   -5.9, 23.828,   -4.3, 23.828,   -5.4
 24.023,   -4.9, 24.023,   -6.8, 24.023,   -6.6, 24.023,   -8.0
 24.219,   -3.8, 24.219,   -4.2, 24.219,   -4.1, 24.219,   -4.5
 24.414,   -3.0, 24.414,   -5.3, 24.414,   -7.5, 24.414,   -6.9
 24.609,   -1.5, 24.609,   -4.1, 24.609,   -4.1, 24.609,   -3.9
 24.805,   -3.3, 24.805,   -5.7, 24.805,   -5.7, 24.805,   -7.1
 25.000,   -2.4, 25.000,   -4.7, 25.000,   -3.3, 25.000,   -4.6
 25.195,   -2.8, 25.195,   -5.0, 25.195,   -5.6, 25.195,   -6.3
 25.391,   -3.5, 25.391,   -4.5, 25.391,   -3.9, 25.391,   -5.1
 25.586,   -2.9, 25.586,   -4.7, 25.586,   -6.9, 25.586,   -8.0
 25.781,   -3.9, 25.781,   -4.1, 25.781,   -5.2, 25.781,   -5.3
 25.977,   -4.1, 25.977,   -6.0, 25.977,   -8.0, 25.977,   -8.1
 26.172,   -3.3, 26.172,   -4.5, 26.172,   -6.2, 26.172,   -5.3
 26.367,   -4.6, 26.367,   -6.4, 26.367,   -9.4, 26.367,   -8.7
 26.562,   -4.5, 26.562,   -4.6, 26.562,   -6.5, 26.562,   -6.5
 26.758,   -4.8, 26.758,   -5.3, 26.758,   -6.5, 26.758,   -7.9
 26.953,   -2.6, 26.953,   -2.3, 26.953,   -3.9, 26.953,   -5.2
 27.148,   -0.4, 27.148,   -3.3, 27.148,   -5.0, 27.148,   -6.2
 27.344,   -0.8, 27.344,   -2.3, 27.344,   -3.0, 27.344,   -3.4
 27.539,   -2.4, 27.539,   -4.5, 27.539,   -4.5, 27.539,   -6.0
 27.734,   -2.4, 27.734,   -2.8, 27.734,   -2.8, 27.734,   -3.5
 27.930,   -2.8, 27.930,   -5.1, 27.930,   -5.3, 27.930,   -6.0
 28.125,   -2.6, 28.125,   -4.0, 28.125,   -3.7, 28.125,   -4.8
 28.320,   -3.0, 28.320,   -5.6, 28.320,   -5.5, 28.320,   -6.2
 28.516,   -2.1, 28.516,   -4.0, 28.516,   -3.6, 28.516,   -3.9
 28.711,   -2.9, 28.711,   -5.2, 28.711,   -5.7, 28.711,   -5.7
 28.906,   -4.9, 28.906,   -4.9, 28.906,   -4.4, 28.906,   -5.0
 29.102,   -5.0, 29.102,   -7.6, 29.102,   -7.4, 29.102,   -7.9
 29.297,   -3.7, 29.297,   -5.5, 29.297,   -6.7, 29.297,   -6.5
 29.492,   -4.4, 29.492,   -7.3, 29.492,   -9.0, 29.492,   -9.4
 29.688,   -4.7, 29.688,   -5.8, 29.688,   -5.2, 29.688,   -5.2
 29.883,   -4.5, 29.883,   -6.2, 29.883,   -5.4, 29.883,   -6.3
 30.078,   -2.7, 30.078,   -4.4, 30.078,   -2.8, 30.078,   -3.4
 30.273,   -2.7, 30.273,   -4.2, 30.273,   -3.9, 30.273,   -5.1
