Trigger level set at [mV], -0.030
C1_t[ns],C1_V[mV],C2_t[ns],C2_V[mV],C3_t[ns],C3_V[mV],C4_t[ns],C4_V[mV]
 94.336,   -1.0, 94.336,   -1.0, 94.336,   -2.9, 94.336,   -3.2
 94.531,   -2.1, 94.531,   -3.4, 94.531,   -4.8, 94.531,   -5.5
 94.727,   -0.4, 94.727,   -1.6, 94.727,   -3.7, 94.727,   -4.2
 94.922,   -0.7, 94.922,   -3.7, 94.922,   -5.0, 94.922,   -6.3
 95.117,   -1.2, 95.117,   -2.5, 95.117,   -3.7, 95.117,   -4.4
 95.312,   -2.0, 95.312,   -4.7, 95.312,   -5.6, 95.312,   -6.0
 95.508,   -2.0, 95.508,   -3.9, 95.508,   -4.4, 95.508,   -4.4
 95.703,   -2.7, 95.703,   -5.7, 95.703,   -7.6, 95.703,   -7.4
 95.898,   -2.7, 95.898,   -3.7, 95.898,   -5.5, 95.898,   -5.6
 96.094,   -2.8, 96.094,   -5.2, 96.094,   -6.7, 96.094,   -7.0
 96.289,   -3.4, 96.289,   -3.3, 96.289,   -4.4, 96.289,   -4.6
 96.484,   -4.7, 96.484,   -5.4, 96.484,   -4.6, 96.484,   -6.2
 96.680,   -3.2, 96.680,   -3.1, 96.680,   -2.4, 96.680,   -3.0
 96.875,   -2.4, 96.875,   -3.3, 96.875,   -5.2, 96.875,   -4.8
 97.070,   -1.8, 97.070,   -1.8, 97.070,   -4.0, 97.070,   -4.1
 97.266,   -0.8, 97.266,   -2.6, 97.266,   -6.9, 97.266,   -6.4
 97.461,   -0.5, 97.461,   -1.6, 97.461,   -4.7, 97.461,   -5.7
 97.656,   -1.7, 97.656,   -3.4, 97.656,   -6.7, 97.656,   -6.3
 97.852,   -0.9, 97.852,   -1.5, 97.852,   -6.7, 97.852,   -5.5
 98.047,   -0.6, 98.047,   -3.8, 98.047,   -7.8, 98.047,   -6.7
 98.242,   -0.8, 98.242,   -2.4, 98.242,   -5.2, 98.242,   -6.0
 98.438,   -2.1, 98.438,   -5.7, 98.438,   -7.7, 98.438,   -7.6
 98.633,   -2.9, 98.633,   -5.1, 98.633,   -5.4, 98.633,   -6.1
 98.828,   -5.6, 98.828,   -8.4, 98.828,   -7.4, 98.828,   -6.7
 99.023,   -5.5, 99.023,   -5.9, 99.023,   -4.7, 99.023,   -4.5
 99.219,   -6.6, 99.219,   -7.8, 99.219,   -8.4, 99.219,   -8.0
 99.414,   -5.9, 99.414,   -7.0, 99.414,   -5.1, 99.414,   -5.7
 99.609,   -5.7, 99.609,   -5.9, 99.609,   -7.4, 99.609,   -7.5
 99.805,   -3.5, 99.805,   -3.1, 99.805,   -3.5, 99.805,   -5.3
100.000,   -3.4,100.000,   -3.7,100.000,   -5.1,100.000,   -5.2
100.195,   -1.6,100.195,   -1.9,100.195,   -2.5,100.195,   -4.2
100.391,   -1.7,100.391,   -4.4,100.391,   -4.9,100.391,   -6.7
100.586,   -2.3,100.586,   -1.8,100.586,   -3.9,100.586,   -3.6
100.781,   -3.4,100.781,   -5.4,100.781,   -7.6,100.781,   -6.5
100.977,   -2.7,100.977,   -3.6,100.977,   -4.8,100.977,   -3.9
101.172,   -3.1,101.172,   -5.2,101.172,   -5.6,101.172,   -6.6
101.367,   -3.0,101.367,   -2.6,101.367,   -2.9,101.367,   -3.8
101.562,   -3.0,101.562,   -4.3,101.562,   -5.3,101.562,   -6.2
101.758,   -2.2,101.758,   -1.8,101.758,   -4.4,101.758,   -3.9
101.953,   -2.5,101.953,   -4.8,101.953,   -6.7,101.953,   -7.6
102.148,   -2.6,102.148,   -3.3,102.148,   -5.5,102.148,   -4.8
102.344,   -3.7,102.344,   -6.1,102.344,   -6.3,102.344,   -8.2
102.539,   -4.0,102.539,   -5.3,102.539,   -5.5,102.539,   -5.1
102.734,   -5.2,102.734,   -6.9,102.734,   -6.9,102.734,   -8.3
102.930,   -4.5,102.930,   -5.0,102.930,   -4.1,102.930,   -4.7
103.125,   -3.2,103.125,   -5.0,103.125,   -5.3,103.125,   -6.7
103.320,   -1.6,103.320,   -2.6,103.320,   -2.8,103.320,   -4.6
103.516,   -1.9,103.516,   -4.2,103.516,   -5.8,103.516,   -7.0
103.711,   -1.6,103.711,   -2.0,103.711,   -4.4,103.711,   -4.1
103.906,   -2.2,103.906,   -4.0,103.906,   -6.8,103.906,   -8.5
104.102,   -1.6,104.102,   -2.1,104.102,   -4.5,104.102,   -4.3
104.297,   -1.9,104.297,   -4.5,104.297,  -10.3,104.297,   -9.4
104.492,   -4.1,104.492,   -4.6,104.492,  -14.7,104.492,  -13.8
104.688,   -7.3,104.688,   -9.5,104.688,  -31.8,104.688,  -30.8
104.883,   -6.3,104.883,   -7.4,104.883,  -37.5,104.883,  -36.0
105.078,   -7.7,105.078,  -10.9,105.078,  -59.5,105.078,  -58.8
105.273,   -8.2,105.273,   -8.4,105.273,  -72.4,105.273,  -70.6
105.469,   -8.6,105.469,   -9.7,105.469, -103.6,105.469, -102.3
105.664,   -6.4,105.664,   -7.0,105.664, -111.5,105.664, -110.2
105.859,   -3.8,105.859,   -4.7,105.859, -141.7,105.859, -140.5
106.055,   -2.1,106.055,   -2.0,106.055, -154.8,106.055, -151.8
106.250,   -1.6,106.250,   -3.5,106.250, -187.0,106.250, -185.1
106.445,    0.3,106.445,   -0.9,106.445, -192.7,106.445, -192.4
106.641,   -1.1,106.641,   -3.9,106.641, -219.3,106.641, -220.2
106.836,   -1.5,106.836,   -2.7,106.836, -230.5,106.836, -227.2
107.031,   -3.8,107.031,   -5.3,107.031, -259.9,107.031, -258.9
107.227,   -3.3,107.227,   -3.0,107.227, -265.7,107.227, -264.5
107.422,   -3.7,107.422,   -5.1,107.422, -295.6,107.422, -294.2
107.617,   -3.1,107.617,   -3.3,107.617, -301.2,107.617, -303.6
107.812,   -5.3,107.812,   -6.8,107.812, -317.7,107.812, -317.2
108.008,   -5.3,108.008,   -6.1,108.008, -316.4,108.008, -317.5
108.203,   -8.5,108.203,   -9.5,108.203, -323.7,108.203, -324.9
108.398,   -7.5,108.398,   -8.4,108.398, -323.7,108.398, -323.1
108.594,   -9.4,108.594,  -11.8,108.594, -337.4,108.594, -335.5
108.789,   -8.9,108.789,  -10.6,108.789, -340.7,108.789, -337.4
108.984,  -10.1,108.984,  -12.7,108.984, -361.4,108.984, -359.9
109.180,   -9.9,109.180,  -11.6,109.180, -363.3,109.180, -363.4
109.375,  -12.2,109.375,  -14.8,109.375, -371.6,109.375, -373.4
109.570,  -11.2,109.570,  -12.4,109.570, -369.2,109.570, -373.9
109.766,  -12.9,109.766,  -15.9,109.766, -370.1,109.766, -373.7
109.961,  -14.0,109.961,  -16.2,109.961, -365.7,109.961, -369.7
110.156,  -17.2,110.156,  -20.2,110.156, -363.8,110.156, -366.7
110.352,  -18.4,110.352,  -20.0,110.352, -361.4,110.352, -362.8
110.547,  -22.4,110.547,  -25.3,110.547, -358.2,110.547, -360.9
110.742,  -22.5,110.742,  -24.9,110.742, -355.4,110.742, -356.7
110.938,  -26.2,110.938,  -29.8,110.938, -355.4,110.938, -356.1
111.133,  -25.8,111.133,  -27.9,111.133, -349.9,111.133, -352.4
111.328,  -27.6,111.328,  -30.9,111.328, -354.2,111.328, -355.2
111.523,  -27.8,111.523,  -30.5,111.523, -354.0,111.523, -354.8
111.719,  -30.6,111.719,  -34.1,111.719, -359.3,111.719, -359.6
111.914,  -30.9,111.914,  -32.7,111.914, -356.0,111.914, -357.0
112.109,  -32.1,112.109,  -36.3,112.109, -354.1,112.109, -356.8
112.305,  -33.5,112.305,  -35.5,112.305, -349.8,112.305, -354.5
112.500,  -36.7,112.500,  -39.7,112.500, -347.6,112.500, -348.8
112.695,  -37.3,112.695,  -39.4,112.695, -343.1,112.695, -344.6
112.891,  -40.4,112.891,  -45.7,112.891, -346.7,112.891, -347.5
113.086,  -41.8,113.086,  -43.9,113.086, -346.8,113.086, -346.4
113.281,  -45.2,113.281,  -48.1,113.281, -363.6,113.281, -364.6
113.477,  -47.2,113.477,  -48.7,113.477, -367.6,113.477, -365.7
113.672,  -48.8,113.672,  -51.7,113.672, -379.3,113.672, -378.3
113.867,  -50.2,113.867,  -51.9,113.867, -380.9,113.867, -382.1
114.062,  -51.2,114.062,  -53.4,114.062, -377.5,114.062, -381.2
114.258,  -52.1,114.258,  -53.9,114.258, -371.3,114.258, -373.7
114.453,  -53.6,114.453,  -56.9,114.453, -369.8,114.453, -371.6
114.648,  -56.2,114.648,  -56.1,114.648, -363.9,114.648, -365.4
114.844,  -57.0,114.844,  -58.5,114.844, -365.9,114.844, -367.8
115.039,  -59.2,115.039,  -59.3,115.039, -366.5,115.039, -364.4
115.234,  -59.2,115.234,  -62.5,115.234, -370.2,115.234, -371.4
115.430,  -58.3,115.430,  -59.5,115.430, -367.6,115.430, -367.3
115.625,  -59.8,115.625,  -63.1,115.625, -367.3,115.625, -368.2
115.820,  -61.7,115.820,  -61.3,115.820, -362.8,115.820, -363.2
116.016,  -61.0,116.016,  -61.2,116.016, -357.9,116.016, -357.1
116.211,  -60.2,116.211,  -61.5,116.211, -354.3,116.211, -354.0
116.406,  -63.1,116.406,  -64.1,116.406, -353.8,116.406, -353.9
116.602,  -63.6,116.602,  -65.0,116.602, -348.4,116.602, -348.8
116.797,  -64.2,116.797,  -67.0,116.797, -349.8,116.797, -350.3
116.992,  -63.5,116.992,  -66.6,116.992, -346.1,116.992, -346.5
117.188,  -64.2,117.188,  -67.4,117.188, -346.1,117.188, -345.8
117.383,  -62.4,117.383,  -63.5,117.383, -333.5,117.383, -334.1
117.578,  -67.9,117.578,  -69.2,117.578, -332.2,117.578, -334.8
117.773,  -65.3,117.773,  -66.7,117.773, -327.0,117.773, -328.8
117.969,  -65.8,117.969,  -69.3,117.969, -322.1,117.969, -324.2
118.164,  -66.8,118.164,  -67.9,118.164, -315.3,118.164, -316.4
118.359,  -67.3,118.359,  -69.7,118.359, -310.9,118.359, -313.2
118.555,  -67.2,118.555,  -68.4,118.555, -307.8,118.555, -309.9
118.750,  -66.2,118.750,  -69.9,118.750, -306.3,118.750, -308.7
118.945,  -68.3,118.945,  -69.3,118.945, -303.2,118.945, -305.8
119.141,  -66.5,119.141,  -68.7,119.141, -298.8,119.141, -301.5
119.336,  -69.0,119.336,  -69.4,119.336, -295.7,119.336, -297.4
119.531,  -64.9,119.531,  -67.1,119.531, -290.7,119.531, -293.8
119.727,  -66.5,119.727,  -68.3,119.727, -286.3,119.727, -288.6
119.922,  -64.9,119.922,  -67.8,119.922, -282.0,119.922, -286.1
120.117,  -66.9,120.117,  -67.1,120.117, -276.1,120.117, -278.7
120.312,  -66.4,120.312,  -68.0,120.312, -270.9,120.312, -274.8
120.508,  -68.2,120.508,  -67.9,120.508, -265.5,120.508, -270.3
120.703,  -67.4,120.703,  -67.5,120.703, -263.1,120.703, -266.9
120.898,  -69.7,120.898,  -68.4,120.898, -258.5,120.898, -263.3
121.094,  -69.0,121.094,  -70.7,121.094, -254.7,121.094, -259.1
121.289,  -70.0,121.289,  -70.9,121.289, -248.5,121.289, -252.1
121.484,  -67.7,121.484,  -70.6,121.484, -243.2,121.484, -247.7
121.680,  -67.9,121.680,  -69.2,121.680, -239.2,121.680, -243.3
121.875,  -65.3,121.875,  -68.3,121.875, -237.9,121.875, -241.9
122.070,  -65.6,122.070,  -65.5,122.070, -234.5,122.070, -238.5
122.266,  -63.8,122.266,  -65.6,122.266, -235.8,122.266, -238.3
122.461,  -65.5,122.461,  -63.9,122.461, -228.9,122.461, -233.8
122.656,  -63.5,122.656,  -64.7,122.656, -222.8,122.656, -227.9
122.852,  -64.6,122.852,  -64.6,122.852, -215.2,122.852, -221.0
123.047,  -62.7,123.047,  -65.1,123.047, -211.0,123.047, -216.6
123.242,  -64.9,123.242,  -66.9,123.242, -206.4,123.242, -212.6
123.438,  -63.8,123.438,  -66.2,123.438, -209.0,123.438, -212.5
123.633,  -66.4,123.633,  -65.3,123.633, -207.3,123.633, -209.7
123.828,  -64.4,123.828,  -63.8,123.828, -210.8,123.828, -213.0
124.023,  -64.4,124.023,  -63.7,124.023, -209.6,124.023, -211.1
124.219,  -62.9,124.219,  -64.8,124.219, -214.4,124.219, -215.7
124.414,  -62.5,124.414,  -62.0,124.414, -212.9,124.414, -214.2
124.609,  -59.4,124.609,  -61.5,124.609, -218.9,124.609, -221.3
124.805,  -60.1,124.805,  -60.5,124.805, -219.8,124.805, -221.7
125.000,  -58.2,125.000,  -60.1,125.000, -226.1,125.000, -227.8
125.195,  -59.9,125.195,  -60.2,125.195, -224.1,125.195, -226.8
125.391,  -58.3,125.391,  -59.7,125.391, -220.7,125.391, -224.0
125.586,  -59.6,125.586,  -59.5,125.586, -213.7,125.586, -217.0
125.781,  -57.1,125.781,  -58.6,125.781, -202.7,125.781, -206.3
125.977,  -58.4,125.977,  -57.2,125.977, -193.5,125.977, -198.3
126.172,  -55.0,126.172,  -57.0,126.172, -187.9,126.172, -192.4
126.367,  -56.0,126.367,  -55.8,126.367, -184.0,126.367, -186.2
126.562,  -53.5,126.562,  -54.6,126.562, -182.3,126.562, -185.0
126.758,  -54.5,126.758,  -54.8,126.758, -177.2,126.758, -179.5
126.953,  -52.8,126.953,  -55.2,126.953, -169.8,126.953, -172.6
127.148,  -54.6,127.148,  -55.6,127.148, -162.6,127.148, -165.7
127.344,  -52.3,127.344,  -55.1,127.344, -155.5,127.344, -158.3
127.539,  -53.8,127.539,  -54.1,127.539, -148.9,127.539, -151.5
127.734,  -51.8,127.734,  -53.0,127.734, -144.6,127.734, -147.1
127.930,  -53.0,127.930,  -52.7,127.930, -139.8,127.930, -141.5
128.125,  -50.5,128.125,  -52.2,128.125, -135.9,128.125, -138.8
128.320,  -51.4,128.320,  -52.0,128.320, -132.0,128.320, -134.7
128.516,  -48.7,128.516,  -50.9,128.516, -131.3,128.516, -133.6
128.711,  -49.9,128.711,  -51.3,128.711, -129.7,128.711, -133.1
128.906,  -48.4,128.906,  -51.4,128.906, -131.3,128.906, -134.3
129.102,  -47.8,129.102,  -48.5,129.102, -127.9,129.102, -131.3
129.297,  -46.1,129.297,  -48.1,129.297, -127.6,129.297, -133.1
129.492,  -47.7,129.492,  -47.8,129.492, -124.6,129.492, -128.2
129.688,  -45.6,129.688,  -47.6,129.688, -121.6,129.688, -124.0
129.883,  -48.0,129.883,  -48.3,129.883, -113.8,129.883, -117.0
130.078,  -46.7,130.078,  -47.3,130.078, -105.3,130.078, -107.6
130.273,  -47.2,130.273,  -47.3,130.273,  -97.7,130.273,  -99.6
130.469,  -44.3,130.469,  -45.5,130.469,  -91.4,130.469,  -93.7
130.664,  -44.7,130.664,  -45.0,130.664,  -84.9,130.664,  -85.1
130.859,  -42.1,130.859,  -43.9,130.859,  -79.4,130.859,  -80.9
131.055,  -42.0,131.055,  -43.3,131.055,  -76.0,131.055,  -75.7
131.250,  -40.3,131.250,  -42.3,131.250,  -72.6,131.250,  -74.0
131.445,  -41.1,131.445,  -41.2,131.445,  -68.7,131.445,  -70.4
131.641,  -40.1,131.641,  -41.7,131.641,  -70.2,131.641,  -73.2
131.836,  -40.8,131.836,  -41.3,131.836,  -71.3,131.836,  -73.4
132.031,  -40.2,132.031,  -41.7,132.031,  -78.5,132.031,  -80.6
132.227,  -42.2,132.227,  -43.1,132.227,  -82.5,132.227,  -82.1
132.422,  -39.9,132.422,  -41.7,132.422,  -89.7,132.422,  -90.0
132.617,  -41.7,132.617,  -42.3,132.617,  -89.8,132.617,  -90.7
132.812,  -39.2,132.812,  -40.6,132.812,  -91.3,132.812,  -94.2
133.008,  -39.3,133.008,  -40.3,133.008,  -87.7,133.008,  -91.1
133.203,  -36.4,133.203,  -39.2,133.203,  -87.3,133.203,  -90.3
133.398,  -38.3,133.398,  -39.1,133.398,  -85.1,133.398,  -86.1
133.594,  -36.7,133.594,  -39.9,133.594,  -87.8,133.594,  -89.1
133.789,  -38.0,133.789,  -38.0,133.789,  -84.2,133.789,  -84.6
133.984,  -35.2,133.984,  -38.3,133.984,  -85.7,133.984,  -87.1
134.180,  -35.8,134.180,  -36.5,134.180,  -81.2,134.180,  -83.6
134.375,  -34.5,134.375,  -36.8,134.375,  -79.4,134.375,  -81.4
134.570,  -35.3,134.570,  -36.0,134.570,  -74.7,134.570,  -76.0
134.766,  -33.5,134.766,  -36.3,134.766,  -73.1,134.766,  -75.0
134.961,  -34.8,134.961,  -36.0,134.961,  -71.0,134.961,  -72.0
135.156,  -33.8,135.156,  -36.8,135.156,  -73.9,135.156,  -73.8
135.352,  -36.0,135.352,  -35.4,135.352,  -71.4,135.352,  -70.6
135.547,  -32.9,135.547,  -33.2,135.547,  -71.3,135.547,  -72.4
135.742,  -33.7,135.742,  -33.2,135.742,  -67.6,135.742,  -68.4
135.938,  -30.4,135.938,  -33.2,135.938,  -64.7,135.938,  -67.0
136.133,  -31.4,136.133,  -32.4,136.133,  -61.2,136.133,  -64.2
136.328,  -30.7,136.328,  -32.4,136.328,  -60.7,136.328,  -62.2
136.523,  -31.9,136.523,  -32.1,136.523,  -56.9,136.523,  -58.8
136.719,  -29.5,136.719,  -32.0,136.719,  -56.3,136.719,  -56.6
136.914,  -30.1,136.914,  -30.0,136.914,  -50.9,136.914,  -52.4
137.109,  -28.0,137.109,  -29.0,137.109,  -49.7,137.109,  -52.2
137.305,  -29.7,137.305,  -29.1,137.305,  -46.7,137.305,  -48.1
137.500,  -27.9,137.500,  -30.4,137.500,  -45.5,137.500,  -47.0
137.695,  -29.8,137.695,  -30.2,137.695,  -41.9,137.695,  -44.4
137.891,  -28.5,137.891,  -29.6,137.891,  -43.6,137.891,  -45.5
138.086,  -29.3,138.086,  -27.8,138.086,  -43.6,138.086,  -43.8
138.281,  -25.8,138.281,  -26.7,138.281,  -47.0,138.281,  -47.5
138.477,  -26.0,138.477,  -25.6,138.477,  -45.2,138.477,  -46.6
138.672,  -23.2,138.672,  -26.2,138.672,  -42.7,138.672,  -44.3
138.867,  -26.2,138.867,  -27.0,138.867,  -38.3,138.867,  -39.8
139.062,  -25.9,139.062,  -28.4,139.062,  -33.1,139.062,  -34.2
139.258,  -28.0,139.258,  -28.0,139.258,  -30.3,139.258,  -30.5
139.453,  -25.4,139.453,  -27.4,139.453,  -30.7,139.453,  -30.9
139.648,  -26.6,139.648,  -26.7,139.648,  -28.4,139.648,  -27.4
139.844,  -24.3,139.844,  -25.5,139.844,  -26.5,139.844,  -26.6
140.039,  -25.5,140.039,  -25.8,140.039,  -21.5,140.039,  -23.2
140.234,  -23.2,140.234,  -24.7,140.234,  -17.2,140.234,  -19.4
140.430,  -24.9,140.430,  -23.5,140.430,  -14.7,140.430,  -16.2
140.625,  -23.1,140.625,  -24.5,140.625,  -13.2,140.625,  -14.1
140.820,  -24.6,140.820,  -24.1,140.820,  -10.3,140.820,  -10.7
141.016,  -22.6,141.016,  -24.2,141.016,   -9.4,141.016,  -11.0
141.211,  -23.8,141.211,  -24.1,141.211,   -5.5,141.211,   -6.7
141.406,  -21.1,141.406,  -23.7,141.406,   -2.0,141.406,   -3.5
141.602,  -23.2,141.602,  -23.1,141.602,    2.3,141.602,    0.6
141.797,  -21.2,141.797,  -23.9,141.797,    3.2,141.797,    2.0
141.992,  -22.9,141.992,  -25.3,141.992,    4.2,141.992,    4.6
142.188,  -23.1,142.188,  -26.8,142.188,   -0.4,142.188,    0.3
142.383,  -25.0,142.383,  -26.9,142.383,    0.0,142.383,    1.0
142.578,  -23.6,142.578,  -26.1,142.578,   -4.9,142.578,   -5.0
142.773,  -26.1,142.773,  -25.7,142.773,   -5.8,142.773,   -5.6
142.969,  -24.7,142.969,  -25.2,142.969,  -10.6,142.969,   -9.8
143.164,  -24.2,143.164,  -23.0,143.164,   -8.9,143.164,   -8.3
143.359,  -20.1,143.359,  -21.4,143.359,   -9.3,143.359,  -10.1
143.555,  -19.6,143.555,  -20.6,143.555,   -7.8,143.555,   -7.9
143.750,  -18.6,143.750,  -19.3,143.750,  -10.4,143.750,  -11.8
143.945,  -18.6,143.945,  -18.3,143.945,   -6.9,143.945,   -9.0
144.141,  -16.7,144.141,  -18.4,144.141,  -10.1,144.141,  -10.8
144.336,  -16.9,144.336,  -16.8,144.336,   -8.8,144.336,   -9.2
144.531,  -15.2,144.531,  -19.9,144.531,  -11.2,144.531,  -11.1
144.727,  -16.5,144.727,  -16.6,144.727,   -9.0,144.727,   -9.1
144.922,  -15.5,144.922,  -17.7,144.922,  -11.6,144.922,  -11.4
145.117,  -18.1,145.117,  -19.3,145.117,  -11.0,145.117,   -9.9
145.312,  -16.9,145.312,  -20.5,145.312,   -9.7,145.312,  -10.4
145.508,  -17.8,145.508,  -19.1,145.508,   -5.4,145.508,   -6.2
145.703,  -17.6,145.703,  -20.6,145.703,   -4.3,145.703,   -5.6
145.898,  -19.6,145.898,  -20.8,145.898,   -1.1,145.898,   -3.4
146.094,  -18.5,146.094,  -19.4,146.094,   -1.3,146.094,   -3.3
146.289,  -19.4,146.289,  -19.7,146.289,    1.4,146.289,    0.2
146.484,  -16.0,146.484,  -18.4,146.484,    0.8,146.484,    0.4
146.680,  -17.6,146.680,  -18.1,146.680,    3.1,146.680,    4.1
146.875,  -15.6,146.875,  -18.2,146.875,    5.9,146.875,    3.4
147.070,  -16.4,147.070,  -16.2,147.070,    8.8,147.070,    6.3
147.266,  -14.9,147.266,  -16.3,147.266,   10.0,147.266,    8.1
147.461,  -17.2,147.461,  -15.7,147.461,   11.0,147.461,   10.2
147.656,  -14.1,147.656,  -15.7,147.656,   11.4,147.656,    9.2
147.852,  -16.0,147.852,  -16.1,147.852,   12.7,147.852,    9.6
148.047,  -13.7,148.047,  -15.8,148.047,   11.6,148.047,   10.2
148.242,  -13.7,148.242,  -14.9,148.242,   13.2,148.242,   12.2
148.438,  -12.5,148.438,  -16.3,148.438,   11.3,148.438,    9.0
148.633,  -14.6,148.633,  -15.8,148.633,   12.5,148.633,   11.7
148.828,  -14.4,148.828,  -17.4,148.828,   10.9,148.828,   11.7
149.023,  -16.5,149.023,  -17.2,149.023,   14.5,149.023,   15.6
149.219,  -14.3,149.219,  -16.9,149.219,   16.7,149.219,   15.8
149.414,  -15.6,149.414,  -16.7,149.414,   20.2,149.414,   21.0
149.609,  -13.4,149.609,  -14.7,149.609,   21.3,149.609,   21.1
149.805,  -13.5,149.805,  -14.0,149.805,   22.1,149.805,   23.2
150.000,  -10.3,150.000,  -12.3,150.000,   19.7,150.000,   20.6
150.195,  -10.8,150.195,   -9.9,150.195,   20.4,150.195,   19.7
150.391,   -7.5,150.391,  -10.2,150.391,   17.0,150.391,   16.8
150.586,   -9.2,150.586,   -9.5,150.586,   17.5,150.586,   17.4
150.781,   -8.5,150.781,  -11.0,150.781,   15.5,150.781,   15.7
150.977,  -10.0,150.977,   -9.6,150.977,   17.6,150.977,   16.5
151.172,   -9.8,151.172,  -12.4,151.172,   15.7,151.172,   15.1
151.367,  -10.7,151.367,  -12.2,151.367,   17.6,151.367,   17.8
151.562,  -10.3,151.562,  -12.5,151.562,   19.6,151.562,   18.0
151.758,  -11.5,151.758,  -12.7,151.758,   22.1,151.758,   21.9
151.953,  -11.3,151.953,  -14.1,151.953,   24.4,151.953,   24.0
152.148,  -13.8,152.148,  -14.8,152.148,   26.8,152.148,   27.8
152.344,  -11.9,152.344,  -14.2,152.344,   28.4,152.344,   29.0
152.539,  -13.4,152.539,  -13.3,152.539,   31.6,152.539,   31.2
152.734,   -9.2,152.734,  -10.7,152.734,   31.4,152.734,   30.9
152.930,  -10.3,152.930,   -9.8,152.930,   33.5,152.930,   33.1
153.125,   -8.5,153.125,  -11.7,153.125,   35.1,153.125,   33.8
153.320,   -9.2,153.320,  -10.3,153.320,   37.5,153.320,   37.9
153.516,   -8.6,153.516,  -11.0,153.516,   38.2,153.516,   37.8
153.711,  -10.5,153.711,  -10.7,153.711,   39.7,153.711,   39.3
153.906,   -8.1,153.906,  -10.0,153.906,   36.7,153.906,   37.1
154.102,   -9.1,154.102,   -9.1,154.102,   38.6,154.102,   40.2
154.297,   -7.7,154.297,  -10.8,154.297,   38.7,154.297,   38.2
154.492,   -9.0,154.492,   -9.9,154.492,   42.3,154.492,   41.6
154.688,   -8.6,154.688,  -12.0,154.688,   45.4,154.688,   44.3
154.883,  -10.7,154.883,  -12.1,154.883,   50.0,154.883,   49.0
155.078,  -10.0,155.078,  -12.6,155.078,   50.2,155.078,   48.9
155.273,  -11.7,155.273,  -12.5,155.273,   50.5,155.273,   49.7
155.469,   -9.4,155.469,  -10.7,155.469,   46.6,155.469,   46.2
155.664,  -10.1,155.664,   -9.4,155.664,   46.1,155.664,   48.1
155.859,   -7.1,155.859,   -8.1,155.859,   41.6,155.859,   42.8
156.055,   -7.6,156.055,   -7.5,156.055,   42.3,156.055,   42.9
156.250,   -5.7,156.250,   -8.6,156.250,   38.8,156.250,   39.1
156.445,   -6.6,156.445,   -8.1,156.445,   39.7,156.445,   40.0
156.641,   -6.3,156.641,   -8.9,156.641,   37.5,156.641,   37.8
156.836,   -8.4,156.836,   -9.4,156.836,   38.7,156.836,   40.4
157.031,   -6.2,157.031,   -9.1,157.031,   39.8,157.031,   39.1
157.227,   -7.2,157.227,   -7.1,157.227,   42.1,157.227,   42.4
157.422,   -5.4,157.422,   -7.3,157.422,   42.7,157.422,   43.5
157.617,   -7.1,157.617,   -6.9,157.617,   45.0,157.617,   45.4
157.812,   -5.6,157.812,   -6.7,157.812,   43.9,157.812,   43.7
158.008,   -7.4,158.008,   -6.7,158.008,   45.2,158.008,   44.6
158.203,   -6.6,158.203,   -7.6,158.203,   44.4,158.203,   43.7
158.398,   -8.7,158.398,   -8.1,158.398,   46.1,158.398,   45.0
158.594,   -6.0,158.594,   -8.3,158.594,   47.9,158.594,   46.1
158.789,   -7.4,158.789,   -7.9,158.789,   50.3,158.789,   49.7
158.984,   -4.1,158.984,   -7.9,158.984,   50.8,158.984,   49.5
159.180,   -6.4,159.180,   -7.5,159.180,   52.1,159.180,   51.8
159.375,   -6.6,159.375,  -10.3,159.375,   47.5,159.375,   47.5
159.570,   -8.1,159.570,   -8.8,159.570,   49.0,159.570,   48.5
159.766,   -5.8,159.766,   -7.2,159.766,   45.2,159.766,   44.2
159.961,   -6.3,159.961,   -5.7,159.961,   46.6,159.961,   45.4
160.156,   -3.9,160.156,   -5.5,160.156,   47.1,160.156,   45.0
160.352,   -5.4,160.352,   -6.5,160.352,   49.1,160.352,   48.3
160.547,   -4.2,160.547,   -6.1,160.547,   49.9,160.547,   49.1
160.742,   -6.7,160.742,   -7.0,160.742,   50.0,160.742,   50.8
160.938,   -5.3,160.938,   -7.7,160.938,   50.4,160.938,   50.7
161.133,   -7.7,161.133,   -7.8,161.133,   52.9,161.133,   52.2
161.328,   -6.2,161.328,   -9.2,161.328,   50.9,161.328,   50.8
161.523,   -8.6,161.523,   -9.3,161.523,   51.7,161.523,   50.0
161.719,   -6.7,161.719,   -9.4,161.719,   51.2,161.719,   49.5
161.914,   -6.8,161.914,   -6.4,161.914,   53.4,161.914,   54.1
162.109,   -4.7,162.109,   -6.3,162.109,   55.1,162.109,   53.7
162.305,   -5.9,162.305,   -5.6,162.305,   58.6,162.305,   56.8
162.500,   -2.4,162.500,   -6.2,162.500,   59.7,162.500,   57.7
162.695,   -5.1,162.695,   -6.9,162.695,   61.2,162.695,   60.2
162.891,   -3.5,162.891,   -8.2,162.891,   60.4,162.891,   61.0
163.086,   -5.3,163.086,   -6.9,163.086,   63.9,163.086,   63.7
163.281,   -3.8,163.281,   -7.0,163.281,   63.1,163.281,   63.0
163.477,   -6.8,163.477,   -6.7,163.477,   66.5,163.477,   67.1
163.672,   -4.8,163.672,   -7.0,163.672,   66.0,163.672,   64.3
